model	T5
0.99862	0.001113
1.0	0.004316
0.209805	0.001752
0.997242	0.009461
0.215265	0.002038
0.462058	0.006778
1.0	0.001191
0.997242	0.002568
0.997242	0.00026
0.998049	0.006594
0.998049	0.001941
0.997242	0.002024
0.180379	0.001913
0.997242	0.004594
0.997242	0.000686
0.997242	0.007843
0.453472	0.001546
0.418372	0.007436
0.096262	0.00281
0.096262	0.00281
1.0	0.003876
0.997242	0.000156
0.997242	0.004313
0.997242	0.010459
1.0	0.009109
0.997242	0.010902
0.997242	0.001841
0.006734	0.014824
0.006734	0.003601
1.0	0.024956
0.548744	0.008913
0.073251	0.001974
0.997242	0.002953
0.079222	0.00144
0.997242	0.000108
0.99831	0.004087
1.0	0.000852
1.0	0.002659
0.199549	0.000574
1.0	0.00852
0.99862	0.001329
0.102669	0.001809
0.997611	0.013094
0.052634	0.001334
1.0	0.003226
0.078229	0.000719
1.0	0.011993
0.006734	0.000851
0.021148	0.002641
0.997819	0.001377
0.005027	0.010459
0.004736	0.000447
1.0	0.008624
1.0	0.000324
0.997242	0.000331
1.0	0.000728
1.0	0.000681
0.99742	0.00317
0.072369	0.002793
0.997611	0.001001
0.997242	0.004072
0.997611	0.000575
0.998696	0.000678
1.0	0.000981
0.041149	0.001298
0.997242	0.005522
1.0	0.002118
1.0	0.001894
0.997242	0.001589
1.0	0.003057
0.99831	0.000448
0.080203	0.010352
0.028484	0.00793
0.009033	0.003171
0.043898	0.006649
0.997242	0.001711
0.99831	0.001558
0.996917	0.002141
0.997242	0.014824
0.998049	0.003583
0.997242	0.04742
1.0	0.004332
0.997611	0.002096
0.997242	0.002872
0.998049	0.001478
0.99831	0.003266
1.0	0.002078
0.041205	0.001521
1.0	0.004364
0.001823	0.000633
1.0	0.001818
0.997819	0.003931
0.048093	0.001483
0.998924	0.002552
1.0	0.007574
0.99742	0.004853
0.99862	0.001888
0.997611	0.00259
0.997611	0.001948
0.168022	0.02499
1.0	0.001051
0.998836	0.008336
1.0	0.000617
0.017368	0.001613
1.0	0.000638
1.0	0.004496
0.095991	0.002451
1.0	0.001651
0.997819	0.00081
1.0	0.001026
1.0	0.001973
0.99862	0.000393
0.99831	0.00082
0.99742	0.003928
0.99831	0.001902
1.0	0.003487
0.076848	0.000991
0.997242	0.011761
1.0	0.00348
1.0	0.002175
0.051127	0.003168
0.998049	0.001269
1.0	0.002665
1.0	0.000481
0.997819	0.000376
0.997819	0.002048
1.0	0.001701
0.265853	0.001087
0.997242	0.001133
0.997242	0.001732
1.0	0.009681
0.028733	0.000874
0.284564	0.005165
0.008367	0.000802
0.997819	0.001407
0.997242	0.000331
1.0	0.001253
0.998745	0.002047
0.053981	0.001296
1.0	0.001175
0.997819	0.000212
0.997242	0.001841
0.997611	0.005324
0.997242	0.002856
0.997242	0.006727
1.0	0.002671
0.997611	0.001459
0.096262	0.00281
0.997242	0.002106
