model	T5
0.186731	0.020446
0.1513	0.009112
0.040609	0.029332
0.075571	0.003371
0.290388	0.004418
0.065203	0.00733
0.068736	0.048443
0.232998	0.000669
0.079779	0.009017
0.063867	0.015763
0.01363	0.076034
0.42939	0.002147
0.322958	0.04051
0.112881	0.001393
0.14675	0.001471
0.121157	0.020784
0.213543	0.068036
0.074038	0.046733
0.026789	0.019466
0.050994	0.025583
0.273206	0.016277
0.266695	0.021706
0.157651	0.016053
0.117663	0.01141
0.136543	0.027843
0.233258	0.005932
0.064324	0.001277
0.427781	0.002669
0.127322	0.015484
0.095311	0.011728
0.043384	0.049404
0.087266	0.000927
0.028848	0.024301
0.071207	0.004575
0.997242	0.000352
0.087679	0.044441
0.434278	0.035732
1.0	0.046689
0.997895	0.007709
0.15692	0.002235
0.443973	0.02015
0.998811	0.018112
0.119127	0.017469
0.527185	0.004715
1.0	0.017097
0.067612	0.059982
0.549463	0.007713
0.07633	0.001741
0.086762	0.041268
0.263628	0.017002
0.731943	0.006501
0.049626	0.005113
0.161604	0.039729
0.118982	0.001609
0.143489	0.005846
0.228575	0.003919
0.021165	0.005125
0.043824	0.017079
0.134238	0.001238
0.11407	0.023263
0.140299	0.000891
0.051494	0.00292
0.52022	0.004573
0.171426	0.009071
0.071144	0.030592
0.190664	0.013847
0.999382	0.003263
0.070314	0.037853
0.139724	0.016118
0.115117	0.074647
0.131803	0.030246
0.091598	0.02054
0.104712	0.007631
0.351787	0.041447
0.181304	0.020057
0.554562	0.040097
0.125603	0.000789
0.121247	0.001056
0.113212	0.065094
0.105241	0.009115
0.169948	0.001469
0.422734	0.001683
0.138224	0.006372
0.100042	0.007705
0.230939	0.058185
0.036617	0.006034
0.061532	0.00802
0.521732	0.022051
0.551433	0.039234
0.17973	0.044424
0.998049	0.034257
0.14515	0.000833
0.13814	0.000963
0.097349	0.018177
0.700861	0.01776
0.017121	0.015002
0.045165	0.015255
0.133361	0.009011
0.589919	0.001475
0.060264	0.019275
0.278357	0.004264
0.69379	0.00216
0.059016	0.011732
1.0	0.008544
1.0	0.011572
0.418523	0.008044
0.296553	0.010306
0.99831	0.014403
0.144957	0.008947
0.998591	0.002742
0.99792	0.04345
0.095505	0.007937
0.998049	0.00097
0.077526	0.00221
0.998061	0.012846
0.110193	0.014349
0.441244	0.000385
0.342757	0.016371
0.07503	0.003339
0.289663	0.015599
0.12807	0.001415
0.352167	0.00176
0.023798	0.019455
0.190597	0.021371
0.060595	0.015233
0.283379	0.010521
0.547837	0.018787
0.069884	0.008911
0.466857	0.023482
0.286271	0.023153
0.066769	0.006584
0.117021	0.030281
0.453827	0.013226
0.393761	0.043027
0.293653	0.028048
0.127739	0.055901
0.137411	0.004946
0.059891	0.018139
0.167975	0.026339
0.207826	0.025814
0.096712	0.055154
0.172146	0.003638
0.248835	0.001792
0.330128	0.016931
0.5295	0.007144
0.078985	0.004808
0.065005	0.053846
0.386242	0.049736
0.998314	0.001189
0.147342	0.001127
0.136872	0.00639
0.095577	0.02712
0.284196	0.048581
0.083961	0.002848
0.996588	0.020353
0.997242	0.013498
0.058738	0.011172
0.246194	0.012249
0.191989	0.039541
0.092744	0.033564
0.294921	0.04714
0.776032	0.002223
0.200651	0.073659
0.107064	0.006009
0.101847	0.022092
0.996353	0.053303
0.149097	0.00117
0.079826	0.01861
0.096769	0.039919
0.06949	0.039024
0.040536	0.000842
0.145758	0.007625
0.242012	0.018766
0.052339	0.007047
0.107998	0.005143
0.999798	0.084193
0.027195	0.027983
0.067469	0.017888
0.145848	0.035581
0.089824	0.016768
0.065259	0.008535
